commodity,z,P
DATES,-0.5041308482413114,0.5607476635514018
DATES,-0.5041308482413114,0.5584112149532711
DATES,-0.5041308482413114,0.5560747663551402
DATES,-0.5041308482413114,0.5537383177570093
DATES,-0.5041308482413114,0.5514018691588785
DATES,-0.5041308482413114,0.5490654205607477
DATES,-0.47890306163589136,0.5467289719626168
DATES,-0.47890306163589136,0.544392523364486
DATES,-0.47890306163589136,0.5420560747663551
DATES,-0.47890306163589136,0.5397196261682243
DATES,-0.47890306163589136,0.5373831775700935
DATES,-0.47890306163589136,0.5350467289719626
DATES,-0.47890306163589136,0.5327102803738317
DATES,-0.47890306163589136,0.530373831775701
DATES,-0.47890306163589136,0.5280373831775701
DATES,-0.47890306163589136,0.5257009345794392
DATES,-0.47890306163589136,0.5233644859813084
DATES,-0.47890306163589136,0.5210280373831776
DATES,-0.45367527503047134,0.5186915887850467
DATES,-0.4284474884250513,0.5163551401869159
DATES,-0.4284474884250513,0.514018691588785
DATES,-0.4284474884250513,0.5116822429906542
DATES,-0.4284474884250513,0.5093457943925234
DATES,-0.4284474884250513,0.5070093457943925
DATES,-0.4284474884250513,0.5046728971962616
DATES,-0.4284474884250513,0.5023364485981309
DATES,-0.4284474884250513,0.5
DATES,-0.4284474884250513,0.4976635514018692
DATES,-0.4284474884250513,0.4953271028037383
DATES,-0.4284474884250513,0.4929906542056075
DATES,-0.40321970181963135,0.49065420560747663
DATES,-0.40321970181963135,0.4883177570093458
DATES,-0.40321970181963135,0.48598130841121495
DATES,-0.40321970181963135,0.48364485981308414
DATES,-0.40321970181963135,0.48130841121495327
DATES,-0.3779919152142113,0.47897196261682246
DATES,-0.3779919152142113,0.4766355140186916
DATES,-0.3779919152142113,0.4742990654205608
DATES,-0.3527641286087913,0.4719626168224299
DATES,-0.3527641286087913,0.4696261682242991
DATES,-0.3527641286087913,0.4672897196261682
DATES,-0.3527641286087913,0.4649532710280374
DATES,-0.3275363420033713,0.46261682242990654
DATES,-0.3275363420033713,0.4602803738317757
DATES,-0.3275363420033713,0.45794392523364486
DATES,-0.3275363420033713,0.45560747663551404
DATES,-0.3275363420033713,0.4532710280373832
DATES,-0.3275363420033713,0.45093457943925236
DATES,-0.3275363420033713,0.4485981308411215
DATES,-0.3275363420033713,0.4462616822429907
DATES,-0.3275363420033713,0.4439252336448598
DATES,-0.3275363420033713,0.441588785046729
DATES,-0.30230855539795126,0.4392523364485981
DATES,-0.27708076879253124,0.4369158878504673
DATES,-0.27708076879253124,0.43457943925233644
DATES,-0.27708076879253124,0.4322429906542056
DATES,-0.27708076879253124,0.42990654205607476
DATES,-0.22662519558169122,0.42757009345794394
DATES,-0.22662519558169122,0.4252336448598131
DATES,-0.22662519558169122,0.42289719626168226
DATES,-0.22662519558169122,0.4205607476635514
DATES,-0.22662519558169122,0.4182242990654206
DATES,-0.22662519558169122,0.4158878504672897
DATES,-0.22662519558169122,0.4135514018691589
DATES,-0.22662519558169122,0.411214953271028
DATES,-0.22662519558169122,0.4088785046728972
DATES,-0.19298814677446455,0.40654205607476634
DATES,-0.1761696223708512,0.40420560747663553
DATES,-0.1761696223708512,0.40186915887850466
DATES,-0.1761696223708512,0.39953271028037385
DATES,-0.1761696223708512,0.397196261682243
DATES,-0.1509418357654312,0.39485981308411217
DATES,-0.10048626255459117,0.3925233644859813
DATES,-0.10048626255459117,0.3901869158878505
DATES,-0.10048626255459117,0.3878504672897196
DATES,-0.07525847594917116,0.3855140186915888
DATES,-0.07525847594917116,0.38317757009345793
DATES,-0.024802902738331134,0.3808411214953271
DATES,-0.024802902738331134,0.37850467289719625
DATES,-0.024802902738331134,0.37616822429906543
DATES,-0.024802902738331134,0.37383177570093457
DATES,-0.024802902738331134,0.37149532710280375
DATES,-0.024802902738331134,0.3691588785046729
DATES,0.025652670472508892,0.36682242990654207
DATES,0.025652670472508892,0.3644859813084112
DATES,0.025652670472508892,0.3621495327102804
DATES,0.025652670472508892,0.3598130841121495
DATES,0.025652670472508892,0.3574766355140187
DATES,0.025652670472508892,0.35514018691588783
DATES,0.025652670472508892,0.352803738317757
DATES,0.025652670472508892,0.35046728971962615
DATES,0.025652670472508892,0.34813084112149534
DATES,0.07610824368334891,0.34579439252336447
DATES,0.07610824368334891,0.34345794392523366
DATES,0.07610824368334891,0.3411214953271028
DATES,0.07610824368334891,0.338785046728972
DATES,0.07610824368334891,0.3364485981308411
DATES,0.12656381689418894,0.3341121495327103
DATES,0.12656381689418894,0.3317757009345794
DATES,0.12656381689418894,0.3294392523364486
DATES,0.12656381689418894,0.32710280373831774
DATES,0.12656381689418894,0.3247663551401869
DATES,0.12656381689418894,0.32242990654205606
DATES,0.17701939010502896,0.32009345794392524
DATES,0.17701939010502896,0.3177570093457944
DATES,0.17701939010502896,0.31542056074766356
DATES,0.17701939010502896,0.3130841121495327
DATES,0.17701939010502896,0.3107476635514019
DATES,0.20224717671044898,0.308411214953271
DATES,0.20224717671044898,0.3060747663551402
DATES,0.20224717671044898,0.3037383177570093
DATES,0.20224717671044898,0.3014018691588785
DATES,0.277930536526709,0.29906542056074764
DATES,0.277930536526709,0.2967289719626168
DATES,0.277930536526709,0.29439252336448596
DATES,0.277930536526709,0.29205607476635514
DATES,0.277930536526709,0.2897196261682243
DATES,0.277930536526709,0.28738317757009346
DATES,0.277930536526709,0.2850467289719626
DATES,0.277930536526709,0.2827102803738318
DATES,0.32838610973754906,0.2803738317757009
DATES,0.32838610973754906,0.2780373831775701
DATES,0.3536138963429691,0.2757009345794392
DATES,0.37884168294838905,0.2733644859813084
DATES,0.37884168294838905,0.27102803738317754
DATES,0.40406946955380907,0.26869158878504673
DATES,0.4292972561592291,0.26635514018691586
DATES,0.4292972561592291,0.26401869158878505
DATES,0.47975282937006913,0.2616822429906542
DATES,0.47975282937006913,0.25934579439252337
DATES,0.47975282937006913,0.2570093457943925
DATES,0.5302084025809092,0.2546728971962617
DATES,0.5302084025809092,0.2523364485981308
DATES,0.5302084025809092,0.25
DATES,0.5806639757917492,0.24766355140186916
DATES,0.6563473356080092,0.24532710280373832
DATES,0.7068029088188492,0.24299065420560748
DATES,0.7824862686351093,0.24065420560747663
DATES,0.7824862686351093,0.2383177570093458
DATES,0.7824862686351093,0.23598130841121495
DATES,0.7824862686351093,0.2336448598130841
DATES,0.7824862686351093,0.23130841121495327
DATES,0.7824862686351093,0.22897196261682243
DATES,0.8077140552405293,0.2266355140186916
DATES,0.8581696284513693,0.22429906542056074
DATES,0.8833974150567894,0.2219626168224299
DATES,0.8833974150567894,0.21962616822429906
DATES,0.8833974150567894,0.21728971962616822
DATES,0.8833974150567894,0.21495327102803738
DATES,0.8833974150567894,0.21261682242990654
DATES,0.9338529882676293,0.2102803738317757
DATES,0.9590807748730493,0.20794392523364486
DATES,0.9590807748730493,0.205607476635514
DATES,0.9590807748730493,0.20327102803738317
DATES,0.9843085614784693,0.20093457943925233
DATES,1.0347641346893095,0.1985981308411215
DATES,1.0347641346893095,0.19626168224299065
DATES,1.0347641346893095,0.1939252336448598
DATES,1.0347641346893095,0.19158878504672897
DATES,1.0347641346893095,0.18925233644859812
DATES,1.0347641346893095,0.18691588785046728
DATES,1.0515826590929227,0.18457943925233644
DATES,1.1356752811109894,0.1822429906542056
DATES,1.1609030677164094,0.17990654205607476
DATES,1.1861308543218294,0.17757009345794392
DATES,1.1861308543218294,0.17523364485981308
DATES,1.1861308543218294,0.17289719626168223
DATES,1.1861308543218294,0.1705607476635514
DATES,1.2365864275326695,0.16822429906542055
DATES,1.2365864275326695,0.1658878504672897
DATES,1.2870420007435095,0.16355140186915887
DATES,1.2870420007435095,0.16121495327102803
DATES,1.2870420007435095,0.1588785046728972
DATES,1.2870420007435095,0.15654205607476634
DATES,1.2870420007435095,0.1542056074766355
DATES,1.2870420007435095,0.15186915887850466
DATES,1.2870420007435095,0.14953271028037382
DATES,1.2870420007435095,0.14719626168224298
DATES,1.2870420007435095,0.14485981308411214
DATES,1.2870420007435095,0.1425233644859813
DATES,1.2870420007435095,0.14018691588785046
DATES,1.2870420007435095,0.1378504672897196
DATES,1.2870420007435095,0.13551401869158877
DATES,1.3374975739543495,0.13317757009345793
DATES,1.3374975739543495,0.1308411214953271
DATES,1.3374975739543495,0.12850467289719625
DATES,1.3879531471651896,0.1261682242990654
DATES,1.3879531471651896,0.12383177570093458
DATES,1.3879531471651896,0.12149532710280374
DATES,1.4131809337706096,0.1191588785046729
DATES,1.4636365069814496,0.11682242990654206
DATES,1.4888642935868697,0.11448598130841121
DATES,1.4888642935868697,0.11214953271028037
DATES,1.4888642935868697,0.10981308411214953
DATES,1.4888642935868697,0.10747663551401869
DATES,1.5393198667977097,0.10514018691588785
DATES,1.5393198667977097,0.102803738317757
DATES,1.5393198667977097,0.10046728971962617
DATES,1.5393198667977097,0.09813084112149532
DATES,1.5393198667977097,0.09579439252336448
DATES,1.5393198667977097,0.09345794392523364
DATES,1.5393198667977097,0.0911214953271028
DATES,1.5393198667977097,0.08878504672897196
DATES,1.5897754400085498,0.08644859813084112
DATES,1.6402310132193898,0.08411214953271028
DATES,1.6402310132193898,0.08177570093457943
DATES,1.7915977328519097,0.0794392523364486
DATES,1.7915977328519097,0.07710280373831775
DATES,1.7915977328519097,0.07476635514018691
DATES,1.7915977328519097,0.07242990654205607
DATES,1.7915977328519097,0.07009345794392523
DATES,1.7915977328519097,0.06775700934579439
DATES,1.7915977328519097,0.06542056074766354
DATES,1.7915977328519097,0.0630841121495327
DATES,1.7915977328519097,0.06074766355140187
DATES,1.7915977328519097,0.05841121495327103
DATES,1.8420533060627498,0.056074766355140186
DATES,1.9429644524844298,0.053738317757009345
DATES,1.9429644524844298,0.0514018691588785
DATES,2.09433117211695,0.04906542056074766
DATES,2.09433117211695,0.04672897196261682
DATES,2.17001453193321,0.04439252336448598
DATES,2.22047010514405,0.04205607476635514
DATES,2.29615346496031,0.0397196261682243
DATES,2.29615346496031,0.037383177570093455
DATES,2.29615346496031,0.035046728971962614
DATES,2.29615346496031,0.03271028037383177
DATES,2.32138125156573,0.030373831775700934
DATES,2.3970646113819902,0.028037383177570093
DATES,2.3970646113819902,0.02570093457943925
DATES,2.3970646113819902,0.02336448598130841
DATES,2.3970646113819902,0.02102803738317757
DATES,2.5484313310145104,0.018691588785046728
DATES,2.5484313310145104,0.016355140186915886
DATES,2.6997980506470305,0.014018691588785047
DATES,2.6997980506470305,0.011682242990654205
DATES,2.8007091970687106,0.009345794392523364
DATES,3.0025314899120708,0.007009345794392523
DATES,3.557542795231311,0.004672897196261682
DATES,4.3648319666047515,0.002336448598130841
MUSTARD,-1.6189115263024427,1.0
MUSTARD,-1.5897219166460552,0.9949494949494949
MUSTARD,-1.5021530876768927,0.98989898989899
MUSTARD,-1.2978258200821802,0.9848484848484849
MUSTARD,-1.2978258200821802,0.9797979797979798
MUSTARD,-1.2978258200821802,0.9747474747474747
MUSTARD,-1.2394466007694052,0.9696969696969697
MUSTARD,-1.2394466007694052,0.9646464646464646
MUSTARD,-1.2394466007694052,0.9595959595959596
MUSTARD,-1.2394466007694052,0.9545454545454546
MUSTARD,-1.1810673814566301,0.9494949494949495
MUSTARD,-1.1664725766284365,0.9444444444444444
MUSTARD,-1.1226881621438551,0.9393939393939394
MUSTARD,-1.1226881621438551,0.9343434343434344
MUSTARD,-0.987686217483063,0.9292929292929293
MUSTARD,-0.9475505042055302,0.9242424242424242
MUSTARD,-0.9475505042055302,0.9191919191919192
MUSTARD,-0.9475505042055302,0.9141414141414141
MUSTARD,-0.9475505042055302,0.9090909090909091
MUSTARD,-0.9475505042055302,0.9040404040404041
MUSTARD,-0.9475505042055302,0.898989898989899
MUSTARD,-0.9475505042055302,0.8939393939393939
MUSTARD,-0.9475505042055302,0.8888888888888888
MUSTARD,-0.9475505042055302,0.8838383838383839
MUSTARD,-0.9475505042055302,0.8787878787878788
MUSTARD,-0.9475505042055302,0.8737373737373737
MUSTARD,-0.9475505042055302,0.8686868686868687
MUSTARD,-0.9475505042055302,0.8636363636363636
MUSTARD,-0.9475505042055302,0.8585858585858586
MUSTARD,-0.9475505042055302,0.8535353535353535
MUSTARD,-0.9475505042055302,0.8484848484848485
MUSTARD,-0.9475505042055302,0.8434343434343434
MUSTARD,-0.9475505042055302,0.8383838383838383
MUSTARD,-0.9475505042055302,0.8333333333333334
MUSTARD,-0.9475505042055302,0.8282828282828283
MUSTARD,-0.9475505042055302,0.8232323232323232
MUSTARD,-0.9475505042055302,0.8181818181818182
MUSTARD,-0.9475505042055302,0.8131313131313131
MUSTARD,-0.9475505042055302,0.8080808080808081
MUSTARD,-0.8599816752363677,0.803030303030303
MUSTARD,-0.8599816752363677,0.797979797979798
MUSTARD,-0.8502518053509052,0.7929292929292929
MUSTARD,-0.8016024559235927,0.7878787878787878
MUSTARD,-0.7724128462672052,0.7828282828282829
MUSTARD,-0.7724128462672052,0.7777777777777778
MUSTARD,-0.7724128462672052,0.7727272727272727
MUSTARD,-0.7724128462672052,0.7676767676767676
MUSTARD,-0.7724128462672052,0.7626262626262627
MUSTARD,-0.7724128462672052,0.7575757575757576
MUSTARD,-0.7432232366108177,0.7525252525252525
MUSTARD,-0.7286284317826239,0.7474747474747475
MUSTARD,-0.7286284317826239,0.7424242424242424
MUSTARD,-0.7286284317826239,0.7373737373737373
MUSTARD,-0.7237634968398927,0.7323232323232324
MUSTARD,-0.7140336269544302,0.7272727272727273
MUSTARD,-0.6848440172980427,0.7222222222222222
MUSTARD,-0.6556544076416552,0.7171717171717171
MUSTARD,-0.6556544076416552,0.7121212121212122
MUSTARD,-0.6556544076416552,0.7070707070707071
MUSTARD,-0.6556544076416552,0.702020202020202
MUSTARD,-0.6556544076416552,0.696969696969697
MUSTARD,-0.6556544076416552,0.6919191919191919
MUSTARD,-0.6410596028134614,0.6868686868686869
MUSTARD,-0.6264647979852677,0.6818181818181818
MUSTARD,-0.5972751883288802,0.6767676767676768
MUSTARD,-0.5972751883288802,0.6717171717171717
MUSTARD,-0.5388959690161053,0.6666666666666666
MUSTARD,-0.5388959690161053,0.6616161616161617
MUSTARD,-0.5097063593597178,0.6565656565656566
MUSTARD,-0.5097063593597178,0.6515151515151515
MUSTARD,-0.5097063593597178,0.6464646464646465
MUSTARD,-0.5097063593597178,0.6414141414141414
MUSTARD,-0.5097063593597178,0.6363636363636364
MUSTARD,-0.5097063593597178,0.6313131313131313
MUSTARD,-0.5097063593597178,0.6262626262626263
MUSTARD,-0.5097063593597178,0.6212121212121212
MUSTARD,-0.5097063593597178,0.6161616161616161
MUSTARD,-0.5097063593597178,0.6111111111111112
MUSTARD,-0.5097063593597178,0.6060606060606061
MUSTARD,-0.5097063593597178,0.601010101010101
MUSTARD,-0.5097063593597178,0.5959595959595959
MUSTARD,-0.5097063593597178,0.5909090909090909
MUSTARD,-0.5097063593597178,0.5858585858585859
MUSTARD,-0.5097063593597178,0.5808080808080808
MUSTARD,-0.5097063593597178,0.5757575757575758
MUSTARD,-0.5097063593597178,0.5707070707070707
MUSTARD,-0.5097063593597178,0.5656565656565656
MUSTARD,-0.5097063593597178,0.5606060606060606
MUSTARD,-0.5097063593597178,0.5555555555555556
MUSTARD,-0.5097063593597178,0.5505050505050505
MUSTARD,-0.5097063593597178,0.5454545454545454
MUSTARD,-0.5097063593597178,0.5404040404040404
MUSTARD,-0.5097063593597178,0.5353535353535354
MUSTARD,-0.5097063593597178,0.5303030303030303
MUSTARD,-0.4805167497033302,0.5252525252525253
MUSTARD,-0.45132714004694274,0.5202020202020202
MUSTARD,-0.45132714004694274,0.5151515151515151
MUSTARD,-0.42213753039055524,0.51010101010101
MUSTARD,-0.42213753039055524,0.5050505050505051
MUSTARD,-0.3637583110777802,0.5
MUSTARD,-0.3637583110777802,0.494949494949495
MUSTARD,-0.3637583110777802,0.4898989898989899
MUSTARD,-0.3637583110777802,0.48484848484848486
MUSTARD,-0.07186221451390526,0.4797979797979798
MUSTARD,-0.07186221451390526,0.47474747474747475
MUSTARD,-0.07186221451390526,0.4696969696969697
MUSTARD,-0.07186221451390526,0.46464646464646464
MUSTARD,-0.07186221451390526,0.4595959595959596
MUSTARD,-0.07186221451390526,0.45454545454545453
MUSTARD,-0.07186221451390526,0.4494949494949495
MUSTARD,-0.07186221451390526,0.4444444444444444
MUSTARD,-0.07186221451390526,0.4393939393939394
MUSTARD,-0.07186221451390526,0.43434343434343436
MUSTARD,-0.07186221451390526,0.4292929292929293
MUSTARD,-0.07186221451390526,0.42424242424242425
MUSTARD,-0.07186221451390526,0.41919191919191917
MUSTARD,-0.07186221451390526,0.41414141414141414
MUSTARD,-0.07186221451390526,0.4090909090909091
MUSTARD,-0.07186221451390526,0.40404040404040403
MUSTARD,-0.07186221451390526,0.398989898989899
MUSTARD,-0.07186221451390526,0.3939393939393939
MUSTARD,0.10327544342441973,0.3888888888888889
MUSTARD,0.10327544342441973,0.3838383838383838
MUSTARD,0.10327544342441973,0.3787878787878788
MUSTARD,0.12273518319534474,0.37373737373737376
MUSTARD,0.14705985790900097,0.3686868686868687
MUSTARD,0.16165466273719473,0.36363636363636365
MUSTARD,0.19084427239358223,0.35858585858585856
MUSTARD,0.22003388204996974,0.35353535353535354
MUSTARD,0.22003388204996974,0.3484848484848485
MUSTARD,0.24922349170635721,0.3434343434343434
MUSTARD,0.29300790619093847,0.3383838383838384
MUSTARD,0.33679232067551973,0.3333333333333333
MUSTARD,0.36598193033190723,0.3282828282828283
MUSTARD,0.36598193033190723,0.32323232323232326
MUSTARD,0.36598193033190723,0.3181818181818182
MUSTARD,0.36598193033190723,0.31313131313131315
MUSTARD,0.36598193033190723,0.30808080808080807
MUSTARD,0.36598193033190723,0.30303030303030304
MUSTARD,0.36598193033190723,0.29797979797979796
MUSTARD,0.36598193033190723,0.29292929292929293
MUSTARD,0.36598193033190723,0.2878787878787879
MUSTARD,0.5119299786138447,0.2828282828282828
MUSTARD,0.6870676365521697,0.2777777777777778
MUSTARD,0.6870676365521697,0.2727272727272727
MUSTARD,0.8038260751777196,0.2676767676767677
MUSTARD,0.8038260751777196,0.26262626262626265
MUSTARD,0.8038260751777196,0.25757575757575757
MUSTARD,0.8038260751777196,0.25252525252525254
MUSTARD,0.8038260751777196,0.2474747474747475
MUSTARD,0.8038260751777196,0.24242424242424243
MUSTARD,0.8038260751777196,0.23737373737373738
MUSTARD,0.8038260751777196,0.23232323232323232
MUSTARD,0.8038260751777196,0.22727272727272727
MUSTARD,0.8038260751777196,0.2222222222222222
MUSTARD,0.8038260751777196,0.21717171717171718
MUSTARD,0.8038260751777196,0.21212121212121213
MUSTARD,0.8038260751777196,0.20707070707070707
MUSTARD,0.8038260751777196,0.20202020202020202
MUSTARD,0.8038260751777196,0.19696969696969696
MUSTARD,0.8038260751777196,0.1919191919191919
MUSTARD,0.8038260751777196,0.18686868686868688
MUSTARD,0.8038260751777196,0.18181818181818182
MUSTARD,0.8038260751777196,0.17676767676767677
MUSTARD,0.8038260751777196,0.1717171717171717
MUSTARD,0.8038260751777196,0.16666666666666666
MUSTARD,1.0178832126578947,0.16161616161616163
MUSTARD,1.0373429524288196,0.15656565656565657
MUSTARD,1.0470728223142822,0.15151515151515152
MUSTARD,1.124911781397982,0.14646464646464646
MUSTARD,1.2124806103671446,0.1414141414141414
MUSTARD,1.2124806103671446,0.13636363636363635
MUSTARD,1.2416702200235321,0.13131313131313133
MUSTARD,1.2416702200235321,0.12626262626262627
MUSTARD,1.2416702200235321,0.12121212121212122
MUSTARD,1.2416702200235321,0.11616161616161616
MUSTARD,1.6795143648693447,0.1111111111111111
MUSTARD,1.6795143648693447,0.10606060606060606
MUSTARD,1.6795143648693447,0.10101010101010101
MUSTARD,1.6795143648693447,0.09595959595959595
MUSTARD,1.6795143648693447,0.09090909090909091
MUSTARD,1.6795143648693447,0.08585858585858586
MUSTARD,1.6795143648693447,0.08080808080808081
MUSTARD,1.6795143648693447,0.07575757575757576
MUSTARD,1.6795143648693447,0.0707070707070707
MUSTARD,1.6795143648693447,0.06565656565656566
MUSTARD,1.6795143648693447,0.06060606060606061
MUSTARD,1.6795143648693447,0.05555555555555555
MUSTARD,1.6795143648693447,0.050505050505050504
MUSTARD,1.6795143648693447,0.045454545454545456
MUSTARD,1.6795143648693447,0.04040404040404041
MUSTARD,2.5552026545609694,0.03535353535353535
MUSTARD,2.5552026545609694,0.030303030303030304
MUSTARD,2.5552026545609694,0.025252525252525252
MUSTARD,2.5552026545609694,0.020202020202020204
MUSTARD,2.9054779704376195,0.015151515151515152
MUSTARD,2.9638571897503945,0.010101010101010102
MUSTARD,3.4308909442525946,0.005050505050505051
CRESS,-1.413814247818337,1.0
CRESS,-1.404888278927829,0.995260663507109
CRESS,-1.387036341146813,0.990521327014218
CRESS,-1.387036341146813,0.985781990521327
CRESS,-1.387036341146813,0.981042654028436
CRESS,-1.387036341146813,0.976303317535545
CRESS,-1.3334805278037647,0.9715639810426541
CRESS,-1.3334805278037647,0.966824644549763
CRESS,-1.3156285900227487,0.9620853080568721
CRESS,-1.3156285900227487,0.957345971563981
CRESS,-1.3156285900227487,0.95260663507109
CRESS,-1.2799247144607164,0.9478672985781991
CRESS,-1.2799247144607164,0.943127962085308
CRESS,-1.2799247144607164,0.9383886255924171
CRESS,-1.2799247144607164,0.933649289099526
CRESS,-1.2799247144607164,0.9289099526066351
CRESS,-1.2442208388986842,0.9241706161137441
CRESS,-1.2442208388986842,0.919431279620853
CRESS,-1.2442208388986842,0.9146919431279621
CRESS,-1.2263689011176682,0.909952606635071
CRESS,-1.17281308777462,0.9052132701421801
CRESS,-1.17281308777462,0.9004739336492891
CRESS,-1.17281308777462,0.8957345971563981
CRESS,-1.17281308777462,0.8909952606635071
CRESS,-1.17281308777462,0.8862559241706162
CRESS,-1.17281308777462,0.8815165876777251
CRESS,-1.17281308777462,0.8767772511848341
CRESS,-1.0657014610885236,0.8720379146919431
CRESS,-1.0657014610885236,0.8672985781990521
CRESS,-1.0657014610885236,0.8625592417061612
CRESS,-1.0657014610885236,0.8578199052132701
CRESS,-1.0657014610885236,0.8530805687203792
CRESS,-1.0657014610885236,0.8483412322274881
CRESS,-1.0299975855264913,0.8436018957345972
CRESS,-1.0210716166359834,0.8388625592417062
CRESS,-0.9942937099644593,0.8341232227488151
CRESS,-0.9585898344024271,0.8293838862559242
CRESS,-0.9585898344024271,0.8246445497630331
CRESS,-0.9585898344024271,0.8199052132701422
CRESS,-0.9585898344024271,0.8151658767772512
CRESS,-0.9585898344024271,0.8104265402843602
CRESS,-0.9585898344024271,0.8056872037914692
CRESS,-0.9585898344024271,0.8009478672985783
CRESS,-0.9585898344024271,0.7962085308056872
CRESS,-0.9585898344024271,0.7914691943127962
CRESS,-0.8871820832783628,0.7867298578199052
CRESS,-0.8871820832783628,0.7819905213270142
CRESS,-0.8871820832783628,0.7772511848341233
CRESS,-0.8514782077163306,0.7725118483412322
CRESS,-0.8514782077163306,0.7677725118483413
CRESS,-0.8514782077163306,0.7630331753554502
CRESS,-0.8514782077163306,0.7582938388625592
CRESS,-0.8514782077163306,0.7535545023696683
CRESS,-0.8514782077163306,0.7488151658767772
CRESS,-0.8514782077163306,0.7440758293838863
CRESS,-0.8514782077163306,0.7393364928909952
CRESS,-0.7979223943732825,0.7345971563981043
CRESS,-0.7979223943732825,0.7298578199052133
CRESS,-0.7979223943732825,0.7251184834123223
CRESS,-0.7622185188112504,0.7203791469194313
CRESS,-0.7443665810302342,0.7156398104265402
CRESS,-0.7443665810302342,0.7109004739336493
CRESS,-0.7443665810302342,0.7061611374407583
CRESS,-0.7443665810302342,0.7014218009478673
CRESS,-0.7443665810302342,0.6966824644549763
CRESS,-0.7443665810302342,0.6919431279620853
CRESS,-0.7443665810302342,0.6872037914691943
CRESS,-0.7443665810302342,0.6824644549763034
CRESS,-0.7443665810302342,0.6777251184834123
CRESS,-0.7443665810302342,0.6729857819905213
CRESS,-0.7443665810302342,0.6682464454976303
CRESS,-0.7443665810302342,0.6635071090047393
CRESS,-0.7443665810302342,0.6587677725118484
CRESS,-0.7443665810302342,0.6540284360189573
CRESS,-0.7443665810302342,0.6492890995260664
CRESS,-0.7443665810302342,0.6445497630331753
CRESS,-0.6372549543441378,0.6398104265402843
CRESS,-0.6372549543441378,0.6350710900473934
CRESS,-0.5301433276580414,0.6303317535545023
CRESS,-0.5301433276580414,0.6255924170616114
CRESS,-0.5301433276580414,0.6208530805687204
CRESS,-0.5301433276580414,0.6161137440758294
CRESS,-0.5301433276580414,0.6113744075829384
CRESS,-0.5301433276580414,0.6066350710900474
CRESS,-0.5301433276580414,0.6018957345971564
CRESS,-0.5301433276580414,0.5971563981042654
CRESS,-0.5301433276580414,0.5924170616113744
CRESS,-0.5301433276580414,0.5876777251184834
CRESS,-0.5301433276580414,0.5829383886255924
CRESS,-0.45873557653397706,0.5781990521327014
CRESS,-0.4230317009719449,0.5734597156398105
CRESS,-0.4230317009719449,0.5687203791469194
CRESS,-0.3873278254099128,0.5639810426540285
CRESS,-0.3159200742858485,0.5592417061611374
CRESS,-0.3159200742858485,0.5545023696682464
CRESS,-0.3159200742858485,0.5497630331753555
CRESS,-0.3159200742858485,0.5450236966824644
CRESS,-0.3159200742858485,0.5402843601895735
CRESS,-0.3159200742858485,0.5355450236966824
CRESS,-0.3159200742858485,0.5308056872037915
CRESS,-0.3159200742858485,0.5260663507109005
CRESS,-0.3159200742858485,0.5213270142180095
CRESS,-0.3159200742858485,0.5165876777251185
CRESS,-0.20880844759975206,0.5118483412322274
CRESS,-0.1731045720377199,0.5071090047393365
CRESS,-0.1731045720377199,0.5023696682464455
CRESS,-0.1731045720377199,0.4976303317535545
CRESS,-0.13740069647568776,0.4928909952606635
CRESS,-0.10169682091365562,0.4881516587677725
CRESS,-0.10169682091365562,0.4834123222748815
CRESS,-0.10169682091365562,0.4786729857819905
CRESS,-0.10169682091365562,0.47393364928909953
CRESS,-0.10169682091365562,0.46919431279620855
CRESS,-0.10169682091365562,0.46445497630331756
CRESS,-0.10169682091365562,0.4597156398104265
CRESS,0.005414805772440823,0.4549763033175355
CRESS,0.11252643245853726,0.45023696682464454
CRESS,0.11252643245853726,0.44549763033175355
CRESS,0.11252643245853726,0.44075829383886256
CRESS,0.11252643245853726,0.43601895734597157
CRESS,0.11252643245853726,0.4312796208530806
CRESS,0.11252643245853726,0.4265402843601896
CRESS,0.11252643245853726,0.4218009478672986
CRESS,0.11252643245853726,0.41706161137440756
CRESS,0.11252643245853726,0.41232227488151657
CRESS,0.2196380591446337,0.4075829383886256
CRESS,0.25534193470666583,0.4028436018957346
CRESS,0.32674968583073016,0.3981042654028436
CRESS,0.32674968583073016,0.3933649289099526
CRESS,0.32674968583073016,0.3886255924170616
CRESS,0.32674968583073016,0.38388625592417064
CRESS,0.32674968583073016,0.3791469194312796
CRESS,0.32674968583073016,0.3744075829383886
CRESS,0.540972939202923,0.3696682464454976
CRESS,0.540972939202923,0.36492890995260663
CRESS,0.540972939202923,0.36018957345971564
CRESS,0.540972939202923,0.35545023696682465
CRESS,0.540972939202923,0.35071090047393366
CRESS,0.540972939202923,0.3459715639810427
CRESS,0.540972939202923,0.3412322274881517
CRESS,0.540972939202923,0.33649289099526064
CRESS,0.540972939202923,0.33175355450236965
CRESS,0.540972939202923,0.32701421800947866
CRESS,0.540972939202923,0.3222748815165877
CRESS,0.540972939202923,0.3175355450236967
CRESS,0.540972939202923,0.3127962085308057
CRESS,0.540972939202923,0.3080568720379147
CRESS,0.540972939202923,0.3033175355450237
CRESS,0.540972939202923,0.2985781990521327
CRESS,0.540972939202923,0.2938388625592417
CRESS,0.540972939202923,0.2890995260663507
CRESS,0.540972939202923,0.2843601895734597
CRESS,0.540972939202923,0.2796208530805687
CRESS,0.540972939202923,0.27488151658767773
